review,sentiment
Im a huge M Lillard fan that's why I ended up watching this movie. Honestly I doubt that if he wasn't in the movie i would of enjoyed it as much or even watched it but once I did watch it realize the story was pretty decent. A bad ending I must say but I did see it coming. It's a low budget movie and some of the actors weren't really good but all in all I rated this movie 7/10.<br /><br />The suspense of wondering what Lillard was actually up to was what really keeped me interested in this movie.<br /><br />Its a good rental!<br /><br />7/10,positive
"This film is the worst excuse for a motion picture I have EVER seen. To begin, I'd like to say the the front cover of this film is by all means misleading, if you think you are about to see a truly scary horror film with a monster clown, you are soooo wrong. In fact the killers face doesn't even slightly resemble the front cover, it's just an image they must have found on Google and thought it looked cool. Speaking of things they found and thought it looked cool, there is a scene in this film where some of the gang are searching for the friend in the old woods, then suddenly the screen chops to a scene where there is a mother deer nurturing it's young in a glisten of sunlight... I mean seriously WTF??? How is this relevant to the dark woods they are wandering through? I bought this film from a man at a market hoping it would be entertaining, if it wasn't horror then at least it would be funny right? WRONG! The next day I GAVE it to my work colleague ridding myself from the plague named S.I.C.K<br /><br />Bottom line is: Don't SEE THIS FILM!!!",negative
"Tyra Banks needs to teach these girls that it's not all about being beautiful on the outside. The inside counts for something too. A lot of the past winners have looked semi decent but are horribly cruel and starting trouble for the other girls. I see Tyra less involved with the girls in every season. About the only thing worth watching Top Model for is Mr. Jay Manuel. Recently, Tyra had a contestant who was a pre-op transsexual. I felt that she should have done more to encourage her. It was obvious that she had insecurities about her original anatomy showing through her feminine look. Tyra should have given her tips or perhaps she could have sent resident Trannie Ms. Jay to help the girl out. Instead, the contestant was met with harsh criticism and not enough positive criticism. It's a shame because I truly enjoyed the first 3 seasons. There's a reason why Project Runway has all 4 seasons out on DVD and Top Model only has 1 season on DVD. It's called taste. Top Model seriously needs a lot of revamping an some more humanity.",negative
"I love the Jurassic Park movies, they are three of my all time favorite movies.<br /><br />And I hate this game, if there was one game I wish I never own for the Super Nintendo was this one.<br /><br />How can a game based on a classic movie be just too awful? And to make it worst, I was scare of this game when I was a kid.<br /><br />How dumb was that but then again I was a kid when this game was first out.<br /><br />The game play in this game is just odd. One minute it's a action game and then it's a shooter. What in the world is wrong with making up your mind when making a video game.<br /><br />The Sound in the game is just terrible to listen.<br /><br />The music is just too sick to listen to.<br /><br />The Controllers in the game don't work most of the time.<br /><br />Jurassic Park the game is just a waste of time and money and won't be a classic.<br /><br />Avoid at all cost",negative
"- A small time hood tricks the local mob boss out of a lot of money. Of course the mob boss wants his money back and doesn't care who he has to kill to get it. The punk enlists his friend and an old mobster to help him save his life.<br /><br />- If this sounds ridiculous, it is. The whole idea that this Izod-wearing, dune buggy-driving punk could hold off one of the most powerful mobs in Rome is just plain silly. His friend may be good with a gun, but he's up against a group of trained killers. The old mobster is little more than comic relief and no real help when it comes to the face off with the mob. There's also a sub-plot about how the friend's father was killed years ago by the mob boss, but there's little made of it and it doesn't help the movie any at all.<br /><br />- The mob boss, Mister Scarface, is played by Jack Palance. I suppose he got the name because he has what looks like a shaving nick on his cheek. Palance is as ineffective as the rest of the cast, doing what he must to get a paycheck.<br /><br />- I've seen some pretty good Italian crime/cop flicks recently, but Mister Scarface isn't one of them. Check out Syndicate Sadists or Revolver instead.",negative
"L'OSSESSA, also known as THE TORMENTED or THE SEXORCIST, or the ridiculously titled THE EERIE MIDNIGHT HORROR SHOW, is a forgotten EXORCIST rip-off which contains one of the best horror moments I've ever seen. The scene is when the crucifix comes alive. This great spooky scene is unforgettable and totally effective (great FXs). It's a shame the rest of the movie doesn't maintain the level of creepiness exemplified during that scene.<br /><br />This is one of the most frustrating movies ever. Imagine the producers deciding to to make an EXORCIST copy but while making it, they actually succeed in creating something truly original (a possessed sculpture of crucified man, which is shocking when you think about it) but then completely forgets their original idea in order to make a boring and uninspired EXORCIST rip-off. Had the film continued with the possessed sculpture concept (with the characters trying to destroy it, etc), this film would have rocked. But once the girl becomes possessed by the spirit of the sculpture, she never tells anyone from where the demon came from. She, and the script, completely forgets the haunted crucifix, which is STUPID!!!<br /><br />If you like so-called ""Euro-cult"" movies, the first 45 minutes deliver unlike any other Euro-cult movies. But after the scene when the girl has a vision of being crucified and she gets stigmatas, the remaining 45 minutes SUCK. Boring. It goes nowhere fast as it tries to emulate (badly) THE EXORCIST. So, watch the first 45 minutes of L'OSSESSA and enjoy the 1970s fashions, the sleaze and the amazing statue-comes-alive-to-ravish-the-girl scene but after the first 45 minutes, press stop and eject, and might as well go clip your toenails.",positive
"Its no surprise that Busey later developed a tumor in his sinus cavity, this film is also a poor decision, but one I enjoyed fully. The first 5 minutes is the most uninspiring 5 minutes in any film; boring, bad dialouge, and then, with a Spiderman stance, Busey yells the best-worst line in any film ever created...""your worst nightmare butthorn!"" I coughed up some of my egg nog laughing so hard. That line resonates so well, it even tops Clooney's infamous ""hi Freeze, I'm Batman"" line. Other classic moments is Busey constantly getting upset for people reminding him that he got his ex-CIA partner killed...which he did by accidentally shooting him in the chest (all made possible by a super slow-motion flashback sequence that makes watching paint dry seem exciting). There's an ashtray to the nads, punches to the face, and a ""that wasn't my fault and you know it!"" Well, the footage shows him missing the bad guy and hitting his buddy, so... Other scream out-loud moments has to be his ex girl-friend dropping a grenade to the ground to enable his escape--a plan that defies all logic, physics, and absurdity. And lastly, when McBain jumps out of the Thunderblast during intense guerrilla warfare and starts to run and hurdles a small object, I almost wet myself. Some of Busey's best work by far, rent or buy it today ""butthorn!"" My vote is a perfect 10 (on the poo meter that is).",positive
"I just saw DreamGirls yesterday, and I was REALLY underimpressed. Despite all the Oscar buzz, this is nothing special. Anyone who was really impressed by this film has never bothered to see any of the true movie musical classics. Except for Eddie Murphy's great musical and dramatic performance, Dreamgirls is just a glorified TV movie with no style or flair. Just a bunch of amateurs singing AT each other!<br /><br />Now, the first half hour was good, but I was irritated at how Eddie Murphy's terrific raveup performances were truncated and interrupted by montages. Those were easily the best songs and best performances in the film. And the ""rise to the top"" portion of the film was the only part of the film that had a consistent point of view or any momentum. The remaining hour and 45 minutes was a formless, rambling mess that was neither realistic nor fantastic enough to be interesting. It was also visually dull and included too many sound-alike tunes.<br /><br />Condon didn't try to turn any of the tunes into big show pieces as I'd expected they would. Each number in the 2nd half was just one closeup after another of people ""singing"" AT each other. And the way they shot Hudson's big ""love me"" number was criminal! Condon just shot her stomping around the stage--no drama at all! God it sucked!<br /><br />AND note to all involved--that ""sing-talking dialog"" stuff might work on stage, but it DOES NOT WORK IN MOVIES (see embarrassing failures of Evita and Phantom). All that ""I'll teeeell youuuu something Efff-ieeee!"" crap should have been left on the editing room floor. Those aren't ""songs.""<br /><br />Again, the film--except for Eddie Murphy's amazing performance--was nothing more than a glorified TV movie. There must have been megabucks behind the PR work for this film! I wonder how much money was spent to give it that pre-release ""one to beat"" Oscar buzz? As a whole this film was, except for Eddie, NOWHERE NEAR an Oscar caliber movie! (except for Eddie) I'd rank it right up there with Grease 2. BIG disappointment, especially after all the (very expen$I've) hype!",negative
"Cat Soup at first seems to be a very random animated film. The best way I've been able to explain it is that it's quite acidic. Though it's not totally random. The story is about Nyatta, a young cat boy and his sister Nyaako. Nyaako is very ill and dies, however, Nyatta sees her soul being taken away by death and is able to retrieve half of it. The story is about their quest to bring Nyaako fully back to life.<br /><br />Though a lot of the content in this movie seems completely random, it is not. Most of it is symbolism for life, death and rebirth. You can also see references from other tales, such as Hansel and Gretal. This strangely cute short film has an interesting story, packed with a deeper meaning than what you see on the surface of the screen.",positive
"Notable only as the acting debut of future big-time Hollywood starlet, Sandra Bullock, this ludicrous action flick is so full of holes that one might easily suspect termite infestation. The storyline is incomprehensible and very poorly thought out. The production values stink of cheese. In fact, a total LACK of production values would have been better...at least the film might have seemed grittier that way. The ADR is laughably bad and omni-present in the film. It's debatable as to whether or not ANY of the dialogue tracks from the actual shoot were used.<br /><br />The performances are, for the most part, horrible, though there are a few exceptions. In those exceptions, however, the performances are undermined by the fact that the director was obviously giving the actors poor direction and making them act completely out of character at times. (i.e. characters going from passive to panicked in the blink of an eye. Bad Direction.) Also, the constant ""weapon sound effects"" (magazines being loaded, slides being cocked, etc.) are completely overused and, more often than not, totally out of sync with the on-screen actions. Add to this cheesy ""Bad Guy"" vocal distortion for the lead villain (mainly so that you KNOW he's the villain in this incomprehensible mess of a film), and you have a recipe for disaster.<br /><br />The situations in the film go well beyond standard ""suspension of disbelief"" and become downright laughable. One lead character spends a good portion of the film tied to a chair before he DECIDES to use the butterfly knife tucked in his sock in order to free himself. So, my questions are...why didn't he do this sooner, and why does he even HAVE the butterfly knife. He wasn't searched? RIGHT. This is one of a hundred examples of completely ludicrous situations which have somehow been crammed into this 90-minute package.<br /><br />In whole, ""The Hangmen"" plays like an unbearably bad R-rated TV movie from the '80s. If not for the subsequent success of Sandra Bullock, this would have NEVER found its way to DVD. But it has, so my only advice is to steer clear. Watching this film may actually impair your IQ.",negative
"Unbelievable. ""Philosophy"". ""Depth"". ""Genius"". ""Masterpiece"". People must have seen another ""Oldboy"" because the one I've seen was a badly written, poorly conceived, over-the-top-acted, sordid piece of ""Kraapola"" which, even ignoring for a moment the ludicrously violent scenes which makes it unsuitable for the eyes of a child, could barely satisfy the imagination and the thirst for plot consistency of a seven years old.<br /><br />The ""depth"" of this sorry concoction was exhausted in one little piece of wisdom, ""Laugh and the whole world will laugh with you, weep and you'll find yourself alone"", the type of boring fortune cookie saying which a great author, be him Shakespeare or, more to the point of IMDb, Kurosawa, would have thrown in the garbage can with no second thoughts. Where this movie should have landed too, if we wouldn't live in an era in which the cheaply shocking and the perversely disgusting are confused with what used to be named once ""great art"". In short, yuck.<br /><br />2 out of 100. It's not 1 out of 1000 only because of some occasionally expert camera-work. In no way enough to save this infantile failure from worthlessness, though.",negative
"This was a great book and the possibilities for a truly great film were definitely there. But the casting decisions completely wrecked the movie. Hanks is a great actor to be sure, but lacks the smarmy, morally ambivalent characteristics needed for the lead role. Jeff Daniels would have been my choice.<br /><br />Putting Melanie Griffiths in, for eye candy reasons, is understandable, but again, she did not portray the depth or ambivalence, so need to pull this off.<br /><br />This movie is a great example of how every decision, even those early on in the movie production can make or break a file.",negative
"Esther Kahn is a young Jewish woman living in an overcrowded, Jewish Ghetto in 19th century England. She is surrounded by looming, oppressive, dreary, featureless, worn brick architecture, narrow sidewalks and streets, blacked out windows, and hordes of black-and-brown jacketed crowds.<br /><br />She lives in a tiny apartment with her large family whom operate a clothes shop within the apartment. As child, she worked, had no privacy, wore colourless clothing, shared a bed, and remained silent to avert the mockery of her mother and siblings who ridiculed her for mimicking them out of boredom.<br /><br />As a young woman, her life remains the same - she has no privacy, lives in a state of mental and physical hebetude and lethargy and inertia, exudes a blank, featureless expression, is clothed in plain, unremarkable clothing, and is continuously oppressed and dwarfed by the grey, mundane, massively imposing buildings, and narrow streets, and narrow hallways, and narrow doorways, and her loud-mouthed mother and siblings, and the prosaic, banal lifestyle of her family.<br /><br />Her only form of mental escape is the Yiddish theatre. Sitting in the balcony, front row, leaning over the rail, there is a vast space between her mind and the stage, a space that enables her to breathe, think, feel, and yearn.<br /><br />Yet despite the freedom of thought the open stage provides for Esther, her face and body remain torpidly somnolent, impassive, dispassionate.<br /><br />The plain and common looking Summer Phoenix brilliantly conveys Esther's emotionless demeanour - Summer/Esther does not convey any desire to want anything or anticipate anything.<br /><br />After an unusual explosive confrontation with her mother, Esther finally decides to break free from the bleak life she is trapped in.<br /><br />She is eventually cast in minor parts in a few stage plays, and meets Nathan Quellen, portrayed by quintessential British actor Ian Holm, who commences to teach Esther the technical skill of acting.<br /><br />From this point forward, Esther begins a grueling dual journey of learning how to act and learning how to feel.<br /><br />She begins experiencing emotions she never felt before, and she begins gaining the experience she needs to fully comprehend and wield the technical aspects of acting.<br /><br />Nathan walks her across the stage through the physical and emotional steps of surprise, hesitancy, anger, disgust, self-loathing, etc; she then begins walking through those emotions in her personal life.<br /><br />There are three truths, Nathan tells her - the truth of how a character reacts, the truth of how the actor would react, and the truth that a character and actor are not the same person.<br /><br />These technical steps and three truths slowly deconstruct Esther's defenses and lead her to two edifying experiences in the denouement of the film which mark the beginning of her freedom of thought, movement, and emotion.<br /><br />Esther Kahn is a technically challenging film to watch because of its odd and narrow camera shots, lackluster photo direction which conveys the realistic lackluster setting of the Ghetto, and Summer Phoenix's characterless and insipid and unappealing portrayal which brilliantly conveys Kahn's mental and physical hebetude and lethargy and lackluster nature.<br /><br />A must-see film for people who want to learn the technical craft of acting, and for people who appreciate minimalistic films and character studies.",positive
"Having read many of the comments here, I'm surprised that no one has recognized this as basically an overlong remake of a Twilight Zone episode from 1960 called ""Mirror Image,"" starring Vera Miles. Rod Serling did a much better job of creating an effective spooky tale in 24 minutes than Sean Ellis did in 88 minutes with this tedious snooze. A short piece can be effective with a mysterious and unexplained ending, but in a feature film, there should be a bit more substance and the story should make sense. Sadly, substance and sense are two things missing from ""The Broken."" Yes, it has some moments, but they are not enough to justify your time. Some further observations: although this is clearly a contemporary story, not one character in the movie has a cellphone! And even though a car accident is the event that gets the story going, there is never any reference to an insurance company, to the person who was driving the other car, or to the police who would have been required to do a report. My advice: skip this bore and watch the original instead!",negative
"What a brilliant film. I will admit it is very ambitious, with the subject matter. At a little over two and a half hours, it is a very long film too. But neither of these pointers are flaws in any way. Cry Freedom, despite the minor flaws it may have, is a powerful, moving and compelling film about the story of the black activist Steve Biko in his struggles to awaken South Africa to the horrors of the apartheid. It is true, that the first half is stronger than the second in terms of emotional impact. People have also complained that the film suffers from too much Woods not enough Biko. I may be wrong, but although it is Biko's story, it is told in the perspective of Woods, so Woods is an important character in conveying Biko's story to the world.<br /><br />Cry Freedom visually looks amazing. With the show-stopping cinematography and the stunning South African scenery it was a visual feast. The opening scenes especially were brilliantly shot. George Fenton's music brought real dramatic weight to most scenes. It was subtle in scenes in the second half, but stirring and dramatic in the crowd scenes. The script was of exceptional quality, the courtroom scenes with Biko were enough to really make you think wow this is real quality stuff. The first half with Biko as the main focus constantly had something to feel emotional about, whether it was the police's attack of the South African citizens or Biko's death. The second half entirely about Donald Woods carries less of an emotional punch, but is compensated by how it is shot, performed and written. And there are parts that are genuinely suspenseful as well. <br /><br />The performances were exceptional from the entire cast, from the most minor character to the two leads, there wasn't a single bad performance. Regardless of the accents that is, but it is forgiven so easily by how much the performances draw you in. Denzel Washington in one of his more understated performances, gives a truly compelling performance as Biko, and Kevin Kline shows that he can be as good at drama as he is at comedy, for he gave a suitably subtle performance to match that of Washington's. And the two men's chemistry is believable and never strikes a false note. Penelope Wilton is lovely as Donald's wife Wendy, and she is a great actress anyway. Out the supporting performances, and there may be some bias, two stood out for me. One was Timothy West, who relishes his role as Captain DeWet. The other was the ever exceptional John Thaw in a brilliantly chilling cameo-role as Kruger. Lord Richard Attenborough's direction is focused and constantly sensitive as usual.<br /><br />Overall, a truly wonderful film. Ambitious and long it is, but never ceases to be compelling, powerful and achingly moving. A definite winner from Lord Richard Attenborough, and worthy of a lot more praise. 10/10 Bethany Cox",positive
"I saw the movie last night and I really wanted to like it. My expectations for the movie had been going up and down ever since I heard it was being made. Some days I'd see something spectacular and some days I'd be disappointed.<br /><br />Yet being the kind of fan I am, I had high hopes for this movie but in the end I was sorely disappointed.<br /><br />While I love the Richard Donner movies I didn't like their sometimes campy nature or the changes they made to Superman's character and his powers.<br /><br />Singer however chose to take the worst elements of the Donner movies and put them in his version.<br /><br />While his Lex Luthor is slightly darker he's still nothing more than a shyster, a conman and a common criminal. He's no more intelligent than when Gene Hackman played him. Kevin Spacey does his best to play Luthor well but ultimately he falls victim to shoddy writing and unremarkable dialog.<br /><br />His henchmen are more two dimensional than even comic book henchmen. Most of them literally have no dialog in the movie.<br /><br />****SPOILERS AHEAD**** Kitty Kowalski is almost exactly the same character as Ms. Tesmacher. She seems to be as evil and cold as Lex Luthor but she proves to be just an underling who melts after seeing Superman in trouble and quite predictably betrays Luthor.<br /><br />The biggest disappointment in the movie was Frank Langella as Perry White. I wasn't a huge fan of the over the top Perry White in the Donner movies but at least he had a soul. He was after all said and done, a veteran reporter who cared about the truth and a good story. Langella's Perry White is nothing but a corporate stooge. He wants everyone to concentrate on the Superman related stories because they sell papers even though every other paper is doing the same thing. He doesn't care about the real stories, the real mysteries like the black out and what Lex Luthor is up to now that he's out of prison.<br /><br />The worst thing about Langella is that he's DULL! Some actors can be quiet and sober and yet have an undercurrent that lets you know that still waters run deep. Frank Langella is puddle.<br /><br />Brandon Routh is not a bad actor. He's OK but again there is not a single memorable line in the whole movie. Not the actor's fault. His movements are clearly meant to look graceful, like even the slightest movement of his fingers effects the way he flies. But it still looks choreographed and artificial.<br /><br />Lois Lane while badly written was surprisingly well acted by Kate Bosworth. Unfortunately, again, for a Pulitzer Prize winning journalist and writer, she is about as eloquent as any teenage on Dawson's Creek.<br /><br />James Marsden was my favorite actor in the whole movie, mostly because he looks more like Superman than even Routh. Without any superpowers he manages to figure out Lois Lane's message, flies a plane to the location, gets on board Luthor's yacht and rescues Lois and her son.<br /><br />The only moving moment in the movie is when they are all trapped pantry as it is flooding with water and the ship is sinking. You see them slowly going being immersed in the water. You know Superman's going to come by at the last moment to rescue them but still you can't help but feel sorry for them.<br /><br />As I said before the plot is very haphazard. Unlike Singer has said, this is not a movie about a superhero returning and trying to find his place in the world. As soon as he returns the world welcomes him back with open arms. Lois is the only one who's not happy to see him back. Even Luthor is happy to have Superman back because it gives him a chance to settle the score with the man of steel.<br /><br />Superman is shown to be probably one of the dumbest heroes in the universe. A big green piece of meteorite is stolen from a museum, Lex Luthor is out of prison, he now has knowledge about Superman's powers and weaknesses, and yet he's still not able to connect the dots enough to know Luthor would be using kryptonite against him.<br /><br />According to the movie the only thing Superman is good for is lifting really, really heavy things. The action sequences are all incredibly predictable.",negative
"Out of the top 24 lesbian films in my library, I must rate this one as the number one film of all times. This film will go down in history as the best in it's genre. It is a story about a girl (Rachael Stirling) who goes from riches to rags and from rags to riches, with her first love (Keeley Hawes) popping in and out of her life. It is set against a Victorian background in the 1890's, which makes it an ideal setting for some of the best entertainment in the industry. This film spared no expense for music and costumes, and the make-up Rachael and Keeley wore while on stage in the Halls only added to the film's diversity.<br /><br />No matter what kind of films you favor, I can guarantee this film will not only amaze you, but will keep your attention through all three episodes. This film will be played and enjoyed for decades to come. The unrated DVD collector's version is a must for anyone's library. Rachael Stirling and Keeley Hawes was the best choice for the casting in these two roles, and they played them extremely well.",positive
"So, Madonna isn't Meryl Streep. Still, this is one of her first films and a comedy at that. Give her a break! Sure, the movie is mediocre at best and pales in comparison to its earlier counterpart w/ Katherine Hepburn, Bringing Up Baby. For what it is, though(a piece of fluff), it's quite a bit of fun to watch. I've yet to hear anyone that slams Madonna's acting skills back it up w/ evidence or even adjectives other than ""awful"", ""bad"", or other such vague descriptive words. If you wanna see bad acting or justify the argument that singers should stick to singing, how about Whitney Houston?? She's had the most undeserved commercial success of any actress in history and couldn't act her way out of a hatbox. The American public obviously cannot discern the difference between a credible performance in a movie and star power. I think Madonna has always been at least credible in her movies. Get real people. Madonna-bashing is so 90's.",positive
"Ok, so it may not be the award-winning ""movie of the year"" type-film (apart from the brilliant soundtrack that I think won a few awards), but it is a really great film about 'The Kid' (Prince / O( take your pick) and the happenings around him living in Minneapolis, playing his music. The music is absolutely superb, in my opinion you HAVE to own this soundtrack, it is truly a classic and sums up the eighties sounds and feel in a wonderful fashion. And the movie itself plays out a nice plot, it's worth seeing over and over again, espeically if you like Prince / O (which I do) of course.",positive
"First there was Tsui Hark's Zu Warriors (2001), which is visually ground-breaking, but much lacking in the acting and writing departments, now this movie, which is visually almost as good as Zu (though no longer ground-breaking), but is even worse in the acting and writing departments. It's really sad that there seems to be an almost complete lack of acting and writing talents in the HK movie industry. I guess you need to understand Cantonese to understand how bad and vulgar the dialogs in the movie really are. It's like some delinquent kids talking in the street, it's that bad. To make it worse, the actors and actresses themselves look like delinquent kids, and can't act even if their life depend on it. I understand that this movie is supposed to be a comedy aimed at the younger generation in HK, but has HK youths really become so brain-dead that they can't appreciate anything but such juvenile and vulgar acting/writing? If that's the case, it makes me ashamed to be from HK.<br /><br />I wish HK movie makers will learn some lessons from directors like Zhang Yi-Mou or Ang Lee, and finally make a movie that's both visually stunning as well as competent and mature in the acting and writing departments. And stop using young singers/idols/heartthrobs as actors because they can't act however many fans they may have in HK!",negative
"Eisenstein created the Russian Montage Theory, and this film is his finest example. It took years before someone could utilize his ideas and make them work (The Limey, 1999). Nonetheless, the baby carriage scene really demonstrates the discombobulated nature of RMT. Granted, like most movies, it gets long in some parts, the beauty of the film is amazing. One of the best silent films I have ever seen.",positive
"This is an excellent stand-up DVD! Eddie Izzard is the funniest person I have seen in years. His routine is hilarious and makes for great conversation with others who have seen it. I HIGHLY recommend this one. The part about the history of Europe is a bit slow, but the ending jokes in French are quite good, because you don't have to speak French to get it (although if you do, it is still hilarious). Also, the parts about being a transvestite are quite good. The first scene (about San Francisco) is not great, but funny the first time. Skip over those if you can. It's almost not worth watching. However, this really is a funny, funny stand-up show that everyone should see. ""I was dead at the time!""",positive
"I doubt whoever wrote this screenplay has ever actually read Mansfield Park...or if they have it was not very well. None of the characters are what they should be: Fanny is lively and conscious of her mistreatment, while Sir Thomas, who treated her very well, seems to have accidentally fallen into Aunt Norris' personality. Additionally, a first person narrative by Fanny is highly inappropriate to both the story and her character. Fanny is not an entertaining heroine, and I would contend that she is not meant to be. Additionally, in the movie version, Fanny flirts shamelessly with Edmund from the very beginning, when they have been raised as brother and sister! Austen's Fanny would have shrank from flirtation of any sort, and the novel paints the Fanny/Edmund pairing as highly uncomfortable...as it should be. Unlike some other Jane Austen novels (P&P, Emma), Mansfield Park does not rest on the strength of its female protagonist. It is a very different sort of novel than the others; it is not meant to be a love story. I watched this movie because I have just now finished reading Mansfield Park, and I am absolutely horrified by what I see; Miss Austen is rolling in her grave.",negative
"This is one of the movies one has to start watching with an open mind. One knows it's going to about a mute, one could look forward to or be afraid for a lot of sentiment.<br /><br />Well, forget it. The movie starts with a little black humour, and then gets started. From then on its takes you on an ever frightening ride through the dark centers of Moscow. All right, it must be said: the unexpected twists are expected, and the mute is mainly used as a plot tool or fear builder. But this movie doesn't let you go.<br /><br />It's like the old gangster movies, but then without any glamour at all and in Russia. And that's one of the most important aspects of this movie: it's situated in Russia. This does have a great impact on the movie, according to me it makes it better. Everything becomes simple and basic, life is without nonsense. This could be a great potential for more movies in the future, gangster movies about the Russian mafia.<br /><br />It is a beautifull and terrifying movie. It's horror, but you can't feel but sympathy for the little mute. One last advice: don't look this too late in the evening if you want to sleep well.",positive
"I have no idea how anyone can give this movie high marks. I didn't rent it thinking it was the next great horror flick, the next great horror spoof, or the next great low-budget horror spoof. Obviously, this isn't meant to scare, but one fatal flaw with the production entirely sapped the joy out of the viewing experience. The sound editing was horrible. I had to work the volume control the entire movie. You can imagine how difficult it is to get into something - even a low-budget spoof - when you're either turning the volume up or down, or trying to anticipate the next time you have to do so. The regular dialogue is very low, and all screams, noises, etc., are VERY loud. We're not talking about toggling between 5 and 7 on the volume control, finding a happy medium at 6. We're talking toggling between 2 and 9 on the volume where it is virtually impossible to leave the volume alone. Again, this movie might be a decent example of what it is meant to be, but you're going to be spending so much time adjusting your volume control that you'll never have the chance to enjoy it.",negative
"""Citizen X"" tells the story of ""The Butcher of Rostov"", nickname for a heinous and perverse Russian serial killer who claimed 52 lives from 1978-92. The film focuses on the novice detective (Rea) who doggedly pursued the killer against all odds in the face of an uncooperative bureaucracy in self-serving and convenient denial. An HBO product for t.v., the film offers a solid cast, good performances, spares the audience much of the grisly details, but plays out like a docudrama sans the stylistics of similar Hollywood fare. An even and straight-forward dramatization of a serious and comparatively little known story more interesting than ""Jack the Ripper"". (B)",positive
"Curl up with this one on a dark and stormy night and prepare to be alternately amused, irritated and frightened. The creaky old plot about about a phantom train that's said to run through the lonely English countryside at dead of night may be implausible, but it's a lot of fun. There are some wonderful old cliches like ""THE ACCIDENT"" which the locals can remember but won't talk about. But primarily the movie's a vehicle for comedian Arthur Askey to showcase his particular brand of vaudeville style humour in between the scary bits. Askey's corny humor is not very trendy these days but if you just let it wash over you it can be fun. This is probably the best of Askey's movies.",positive
"Audiences today will probably watch a film like Ossessione and not really consider how unprecedented it was during the time when it came out. The structure of the film really divorces from sap-happy Hollywood conventionsas well as other major theatrical elements. It relies more upon depicting reality in a very grim and sober light. Films of this naturethe neo-realist filmswere made to reflect the darkness felt during post-World War II times. Ossessione tackles some fairly provocative issues that were probably unseen on screen prior to the war, including: adultery, conspiracy, murder, pregnancy, etc. Aside from the one crane shot and certain musical swelling moments, the film aesthetic is very raw and gritty: shot on-location, uses natural lighting and most likely non-popular actors. All of these elements helped convey the issues explored in the film, yielding the following theme: Negative karmic repercussions will haunt those who deliberately act immorally.<br /><br />The two leadsGino and Giovannaare polar opposites, yet both carry the mentality: we're bored and we want to be entertained. Gino is a drifter; a lone traveler who embraces life and its constant fluctuations. Giovanna is a bored house-wife cemented in the familiarly of marital permanence: she doesn't want to leave her home and husband, but would rather remain where she is because it's safer. Gino's lifestyle represents the ideal lifestyle Giovanna craves; the only difference is that she's too afraid to live it herselfthat's why she falls in love with Gino: he represents everything she wants but doesn't have the courage to get. She wants to live in a world free from the monotony of living with her corpulent husbandGino is the perfect ticket into that world. The affair that ensues between the two most likely left audiences back in the 40's feeling somewhat uneasy. I mean, films prior to the neo-realist age never showed such scandalous behavior on screen before. To say the least it was probably a bit alarming.<br /><br />In conjunction with the theme, the neo-realist style helps show the negative repercussions of adulterous behavior. Succinctly put, adulterous behavior (as shown in the film) leads to depressing and ultimately deadened lives. When Gino and Giovanna conspire with each other to ""eliminate"" Giovanna's husband, karma comes to haunt them like a plague after the deed is done. They return to their home: the atmosphere is dark and biting (as can be expected from the neo-realist style). They are not happy; they're actually more depressed. They thought that by eliminating Giovanna's husband that they'd live happier lives, but they were duped. The film ends with Giovanna's deathit being in karmic similitude of her husband's death. I think this is a very satisfying ending for several reasons. Here's why.<br /><br />There's a lot of talk as to whether or not evil should be depicted on screen, and if so, to what extent. I think depicting evil is very necessary if and only if the evil depicted is not being glorified, but rather shows what negative consequences evil actions have. As the subtext of Ossessione asks, is adultery and murder evil? I think the film eagerly responds yes! The adulterous behavior between the two reveals how unhappy they are. Ironically though, towards the end of the film when they seem to be healed of their depression and are seen basking in each other's arms inside the car, the author of the film shows that their happiness is, in fact, a façade: the car crashes off the cliff and into the river, killing Giovanna; the police arrest Gino. I think it was the author's intention to say that even though people sometimes try and justify their immoral behavior, in the end karma will come back to haunt them. I agree. I think the two got what was coming to them because they both were incredibly selfishalways wanting instant gratification and not willing to endure through hard times. This was especially made clear after the first sign of difficulty that Gino and Giovanna experience in their relationship: he can't handle the pressure of living in Giovanna's husband shadow, so he leaves Giovanna and sleeps with another girl. Such is typical of the insatiable, hedonistic personality.<br /><br />All in all, the film seemed very risky for its time. The audience, however, was prepared to see such a film because of the sobriety the war brought. Those pre-war, happy-go-lucky films were no longer being believed. Movie-going audiences were ready to see and contemplate difficult films with complex characters: they wanted to see characters whose lives were entangled in so-called 'sin' because it was a reflection of their own life problems. Ossessione, then, acts as a great catalyst for where the future of film was heading. That is, a lot of the naturalism pieces we see today can be said to have been influenced by the neo-realist film movement.",positive
